location_id,white,black,hispanic,asian,american_ndian,other
4578,95.55,0.4,1.45,0.35,0.6,1.75
4579,94.95,2.05,1.25,0.35,0.15,1.3
4580,69.55,25.4,2.45,0.85,0.4,1.35
4581,90,2.75,4.3,1.4,0.3,1.35
4582,69.35,0.25,3.35,0.5,21.05,5.55
4583,81.9,1.15,14.9,0.85,0.15,1.1
4584,85.35,1.9,10.15,0.5,0.6,1.55
4585,58.55,1.9,38,0.25,0.2,1.15
4586,55.7,38.85,3.4,0.2,0.8,1.1
4587,73.15,12.2,3.7,7.7,0.25,3
4588,83.75,5.1,8.45,1.1,0.2,1.4
4589,95.6,0.5,1.35,1.05,0.25,1.35
4590,96.15,0.75,1.15,0.55,0.2,1.2
4591,96.55,0.25,1.3,0.05,0.55,1.3
4592,97.6,0.3,0.45,0.1,0.2,1.3
4593,93.85,1.05,2.05,0.65,0.85,1.6
4594,93.3,0.15,3.25,0.55,1.3,1.5
4595,62.5,31.2,4.4,0.3,0.5,1.05
4596,95.95,0.45,1.85,0.4,0.5,0.85
4597,64.9,7.25,11.25,13.45,0.15,3.05
4598,89.7,1.2,6.65,0.65,0.45,1.3
4599,67.4,31.25,0.45,0.35,0.05,0.45
4600,91.85,1.3,1.3,3.8,0.4,1.3
4601,80.4,10.75,7,0.65,0.4,0.9
4602,97.4,0.65,0.65,0.15,0.25,0.8
4603,66.9,20.65,10.15,0.45,0.6,1.2
4604,73.35,18.75,4.15,1.4,0.7,1.65
4605,97.2,0.2,0.75,0.45,0.25,1.05
4606,46.25,52.4,0.5,0.05,0.15,0.65
4607,67.35,10.5,13.4,7.15,0.1,1.5
4608,97.3,0.35,0.6,0.5,0.25,1.05
4609,97.05,0.25,1.7,0.25,0.05,0.75
4610,96.7,0.4,1,0.35,0.6,1
4611,60.7,20.8,1.75,0.4,14.85,1.5
4612,87,2.8,7.35,0.55,0.6,1.75
4613,92.4,1.2,1.45,0.65,2.7,1.6
4614,80.9,5.3,11.15,1.05,0.2,1.35
4615,85.05,0.3,7.55,1.1,3.15,2.75
4616,91.1,0.5,7.15,0.65,0.1,0.5
4617,38.3,2.95,53.95,2.95,0.6,1.2
4618,86.45,7.95,2.45,0.95,0.2,2.05
4619,96,0.4,2.3,0.3,0.1,0.85
4620,78.9,1.3,16.05,1.3,0.5,1.85
4621,96.15,0.45,1.05,0.6,0.45,1.35
4622,41.1,5.95,44.35,5.45,0.5,2.7
4623,96.8,0.45,1,0.55,0.15,1
4624,77.15,14.1,6.15,0.7,0.3,1.6
4625,55.25,41.6,1.4,0.15,0.4,1.15
4626,67.05,22.4,5.1,2,0.55,2.9
4627,88.85,7.5,1.65,0.45,0.2,1.35
4628,91.85,0.8,5.5,0.35,0.25,1.25
4629,97.25,0.85,0.6,0.15,0.2,1
4630,96.15,0.3,2.75,0.15,0.15,0.55
4631,66.95,21.15,6.35,3.2,0.3,2.05
4632,91.25,3.25,3.4,0.5,0.25,1.35
4633,96.9,0.8,0.85,0.35,0.15,1
4634,69.55,26.7,2.05,0.6,0.15,0.9
4635,96.6,0.85,0.65,0.2,0.2,1.5
4636,82.2,8.5,2.75,3.45,0.3,2.85
4637,79.05,13.35,3,0.8,2.5,1.35
4638,92.7,0.7,3.9,1.2,0.2,1.3
4639,91.3,4.95,1.65,0.55,0.1,1.35
4640,87.2,0.2,1.3,0.35,8.85,2.1
4641,77.45,14.05,3.25,2.3,0.3,2.65
4642,62.2,33.6,2.95,0.4,0.1,0.75
4643,96.05,1.95,0.85,0.1,0.15,0.9
4644,85.6,0.15,1.25,0.3,10.7,2
4645,57.35,37.85,2.3,1.85,0.05,0.6
4646,89.3,5.65,2.25,0.4,0.3,2.05
4647,90.8,3.95,2.1,1.8,0.2,1.15
4648,67.5,1.45,23.6,3.75,0.75,2.95
4649,93.9,0.95,3.6,0.6,0.25,0.75
4650,41.1,53.8,3.35,0.45,0.15,1.15
4651,86.95,6.2,3.5,0.75,0.15,2.35
4652,14.2,84.55,0.45,0.25,0.05,0.5
4653,83.3,0.2,6,0.45,7.25,2.7
4654,86.95,7,2.85,0.85,0.3,2
4655,96.15,0.45,1.75,0.55,0.15,0.95
4656,94.25,1.7,1.6,0.8,0.6,1.05
4657,97.25,0.5,0.95,0.55,0.25,0.55
4658,86.1,6.6,4.25,0.95,0.2,1.9
4659,94.25,2.6,1.4,0.2,0.4,1.2
4660,63.8,17.05,16.4,0.95,0.45,1.3
4661,82.95,0.95,7.25,3.55,2.5,2.8
4662,94.9,2.15,1.15,0.1,0.25,1.45
4663,15.2,3.1,78.25,1.6,1,0.85
4664,98.1,0.3,0.85,0.15,0.1,0.6
4665,90.45,2.5,3.3,2.05,0.2,1.5
4666,56.2,41.75,0.9,0.35,0.1,0.75
4667,29.1,69.6,0.65,0.15,0.1,0.4
4668,90.9,3.1,2.9,0.4,1.4,1.4
4669,71.3,25.1,2.25,0.5,0.15,0.75
4670,80.3,6,9.65,2.5,0.15,1.4
4671,74.65,19.9,2.85,0.75,0.45,1.4
4672,96.85,0.05,1.45,0.3,0.35,1.1
4673,95.1,1.6,1.55,0.25,0.3,1.15
4674,68.45,25.45,3.25,1.4,0.3,1.2
4675,96.1,0.35,1.35,0.3,0.4,1.5
4676,46.55,11.4,35.8,4.7,0.15,1.4
4677,96.9,0.65,0.85,0.4,0.15,1.05
4678,95,1.35,1.55,0.5,0.35,1.25
4679,81.55,9.05,4.75,1.35,0.65,2.65
4680,80.65,10.55,7.3,0.4,0.25,0.75
4681,90.8,1.4,6.25,0.3,0.2,1.1
4682,76.3,7.45,14.3,0.45,0.65,0.95
4683,59.55,36.6,2,0.8,0.35,0.75
4684,65.45,5.9,22,4.4,0.3,1.9
4685,55.65,40.8,0.75,0.3,1.15,1.35
4686,11.65,0.3,87.05,0.6,0.1,0.3
4687,93.4,1.85,3.55,0.2,0.5,0.45
4688,90.35,1.9,5.15,1.15,0.25,1.15
4689,91.4,4.7,1.05,1,0.15,1.75
4690,97.65,0.75,0.3,0.2,0.15,0.85
4691,73.1,22.3,2.8,0.1,0.1,1.65
4692,71.9,0.7,21.4,0.85,2.55,2.55
4693,66.1,30,1.65,0.2,1,1.05
4694,92.9,3.6,0.75,0.85,0.1,1.75
4695,81.4,0.5,11.65,1.75,1.75,2.95
4696,55.75,39.65,2.55,0.25,0.85,0.95
4697,82.35,13.1,2.2,0.5,0.15,1.7
4698,91.6,1.4,4.45,0.55,0.35,1.65
4699,95.3,2.3,1.25,0.25,0.1,0.8
4700,25.5,72.05,1.6,0.3,0.1,0.45
4701,80.6,8.15,3.75,5.8,0.1,1.65
4702,94.05,1.85,2.2,0.45,0.25,1.2
4703,97.75,0.15,0.95,0.1,0.2,0.85
4704,70.9,17.85,7.6,1.95,0.2,1.5
4705,73.95,2.05,19.65,2.05,0.25,2.05
4706,58.1,26.25,14.35,0.1,0.1,1.05
4707,76.2,18.85,1.65,0.4,0.85,2.05
4708,94.85,0.45,1.35,0.35,1.4,1.65
4709,65.9,30.65,1.4,0.15,0.7,1.25
4710,24.45,71.2,3.4,0.2,0.2,0.55
4711,93.9,1.9,1.8,0.85,0.2,1.4
4712,64.7,27.15,4.1,1.5,0.3,2.3
4713,81.6,14.15,1.45,0.85,0.2,1.8
4714,68.95,16.45,8.6,2.65,0.35,3.05
4715,64.65,33.35,0.9,0.45,0.05,0.6
4716,37.35,0.85,48,1.65,10.45,1.7
4717,91.9,3.9,2.15,0.4,0.15,1.5
4718,92.75,1,2.9,1.25,0.2,1.85
4719,85.3,1.55,10.3,0.65,0.3,1.85
4720,54.4,42.65,0.75,0.65,0.9,0.7
4721,96.15,1.4,1,0.55,0.1,0.9
4722,81.2,11.3,4.15,1.25,0.35,1.7
4723,87.85,4.55,5.1,0.4,0.4,1.7
4724,88,2.4,2.95,1.7,2.7,2.25
4725,91.1,0.55,1.75,5.2,0.4,1.05
4726,97.05,0.3,0.9,0.55,0.35,0.9
4727,79.8,5.25,7.55,3.75,0.7,3.1
4728,81,12.1,4.9,0.3,0.35,1.3
4729,93.3,1.4,3.1,0.75,0.2,1.25
4730,39.35,57.6,1.45,0.15,0.15,1.3
4731,96.95,0.85,0.8,0.2,0.15,1.05
4732,98.5,0.15,0.3,0.1,0.2,0.8
4733,97,0.1,0.75,0.2,0.35,1.55
4734,81.4,12.1,3.9,0.55,0.15,1.85
4735,88.05,6.6,2.85,0.9,0.2,1.35
4736,70.95,24,1.9,1.95,0.3,0.9
4737,93.5,0.4,2.65,1.1,0.85,1.45
4738,95.05,2.55,0.75,0.2,0.3,1.1
4739,92,2.35,2.35,1.85,0.25,1.25
4740,87.65,1.3,3.3,0.65,3.85,3.2
4741,78.2,15.45,4.15,0.65,0.15,1.4
4742,81.4,12.8,1.5,2.55,0.1,1.7
4743,92.5,2.95,1.55,0.2,0.65,2.05
4744,81.6,14.1,2.4,0.45,0.15,1.35
4745,26.9,72.4,0.3,0,0.05,0.3
4746,95.95,0.65,1.15,0.5,0.35,1.4
4747,95.8,1.3,0.75,0.25,0.25,1.6
4748,72.05,15.2,8.4,2.15,0.8,1.45
4749,75.65,10.55,10.75,1,0.25,1.75
4750,88.25,5.9,2.3,1.1,0.2,2.2
4751,33.55,62.65,2.7,0.15,0.25,0.7
4752,83.65,0.3,13,0.95,0.5,1.6
4753,91.75,4.85,1.6,0.5,0.1,1.2
4754,96.3,1.2,0.9,0.35,0.15,1.15
4755,86.55,6.9,4.6,0.35,0.2,1.4
4756,79,17,1.55,0.25,0.35,1.95
4757,91.15,5.3,1.85,0.1,1.2,0.35
4758,83.1,0.35,14.2,0.25,0.75,1.35
4759,29.85,66.95,1.45,0.85,0.15,0.8
4760,29.05,69.7,0.55,0.05,0.15,0.55
4761,46,52.15,1.05,0.15,0.1,0.6
4762,77.55,17.7,2.2,0.75,0.4,1.35
4763,79.9,5.4,11.6,0.85,0.8,1.5
4764,80.15,1,13.95,2.6,0.5,1.8
4765,88.1,2.95,4,3.1,0.1,1.65
4766,91.6,2.7,1.4,2.35,0.15,1.8
4767,85.2,9.95,3.25,0.2,0.25,1.05
4768,85.2,7.6,2.2,3.05,0.3,1.7
4769,97.55,0.6,0.45,0.25,0.35,0.85
4770,67.15,27.35,2.85,0.85,0.25,1.55
